Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role
12484.01*A,AIRPORT,7U8,2021-02-25,ANM,HLN,MT,MONTANA,DAWSON,MT,RICHEY,RICHEY,PU,PU,MONTANA AERONAUTICS DIVISION,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,TIM CONWAY,BOX 200507,"HELENA, MT 59620",406-444-2506,047-37-35.1000N,171455.1000N,105-04-46.5000W,0378286.5000W,E,2494,S,13E,1985,,BILLINGS,01,SW,39,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,,O,,,NO OBJECTION,,,N,,S,S,2019-06-05,,,NONE,NONE,NONE,NONE,,,N,,122.900,Y,,N,,1,,,,,,,,,,20,5,,2019-06-05,FAA-EST,2012-04-02,,,,TIE,AGRI,Y,,,
12467.*A,AIRPORT,U05,2021-02-25,ANM,HLN,MT,MONTANA,GRANITE,MT,PHILIPSBURG,RIDDICK FLD,PU,PU,GRANITE COUNTY,"220 N SANSOME ST, PO BOX 925","PHILIPSBURG, MT 59858",406-859-3771,VINCE REECE,32 GREY OWL ROAD,"PHILIPSBURG, MT 59858",(406) 560-4437,046-19-09.7300N,166749.7310N,113-18-18.2300W,0407898.2310W,E,5212,S,17E,1985,,GREAT FALLS,01,SE,44,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1970-10-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-06-26,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,11,0,0,0,0,0,0,,,100,1000,600,,2019-06-26,,,,,,"HGR,TIE",,Y-L,,N/A,Unclassified
12298.6*A,AIRPORT,RC0,2021-02-25,ANM,HLN,MT,MONTANA,MISSOULA,MT,CLINTON,ROCK CREEK,PU,PU,MONTANA AERONAUTICS DIVISION,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,TIM CONWAY,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,046-43-37.7400N,168217.7370N,113-39-27.3400W,0409167.3360W,E,3547,E,18E,1985,,GREAT FALLS,03,SE,31,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1958-12-01,O,,,NOT ANALYZED,,,,,2,S,2019-06-28,,,NONE,NONE,NONE,NONE,,,N,,122.900,N,,N,,1,,,,,,,,,,75,350,20,2019-06-28,,,,,,TIE,,Y,,,
12485.*A,AIRPORT,7S0,2021-02-25,ANM,HLN,MT,MONTANA,LAKE,MT,RONAN,RONAN,PU,PU,CITY OF RONAN AND LAKE CO,106 4TH AVE EAST,"POLSON, MT 59860",406-249-1683,BOB SNYDER,36078 CANON MILL ROAD,"RONAN, MT 59864",(406) 250-4824,047-34-01.8000N,171241.8000N,114-06-03.9000W,0410763.9000W,E,3086,S,15E,2005,,GREAT FALLS,03,N,125,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1952-11-01,O,,NGY,NO OBJECTION,N,N,N,Y,F,S,2019-06-27,,100LL A+,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,27,0,0,0,0,0,0,,,250,2600,2000,,2019-06-27,3RD PARTY SURVEY,2016-06-17,3RD PARTY SURVEY,2016-06-17,,TIE,"AGRI,AMB,INSTR,PAJA",Y-L,,N/A,Local
12518.*A,AIRPORT,7S8,2021-02-25,ANM,HLN,MT,MONTANA,TOOLE,MT,SWEETGRASS,ROSS INTL,PU,PU,MONTANA AERONAUTICS DIVISION,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,TIM CONWAY,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,048-59-54.8000N,176394.8000N,111-58-41.6000W,0403121.6000W,E,3553,S,18E,1985,,GREAT FALLS,01,W,20,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1959-10-01,O,,,NO OBJECTION,N,Y,N,Y,S,S,2019-05-15,,,NONE,NONE,NONE,NONE,,,N,122.800,122.800,Y,,N,,,,,,,,,,,,,10,,2019-05-15,FAA-EST,2012-04-02,,,,TIE,,Y,,,
12489.*A,AIRPORT,RPX,2021-02-25,ANM,HLN,MT,MONTANA,MUSSELSHELL,MT,ROUNDUP,ROUNDUP,PU,PU,ROUNDUP & MUSSELSHELL COUNTY,506 MAIN ST,"ROUNDUP, MT 59072",406-323-1104,KELLY GEBHARDT,20 SKYLINE DRIVE,"ROUNDUP, MT 59072",406-323-1564,046-28-30.0000N,167310.0000N,108-32-36.3000W,0390756.3000W,E,3490.3,S,11E,2015,,BILLINGS,02,N,367,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1940-04-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-06-06,,100LL A1,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,13,2,0,0,0,0,0,,,300,2500,2500,,2019-06-06,3RD PARTY SURVEY,2012-11-28,3RD PARTY SURVEY,2012-11-28,,"HGR,TIE","AGRI,CHTR,INSTR,PAJA,RNTL,SURV",Y-L,KRPX,N/A,Basic
12537.*A,AIRPORT,RVF,2021-02-25,ANM,HLN,MT,MONTANA,MADISON,MT,TWIN BRIDGES,RUBY VALLEY FLD,PU,PU,MADISON CO,BOX 278,"VIRGINIA CITY, MT 59775-0278",406-843-4277,KENDRA HORN,PO BOX 235,"TWIN BRIDGES, MT 59754",(406) 684-5335,045-32-07.5000N,163927.5000N,112-18-08.2000W,0404288.2000W,E,4788.7,S,12E,2020,,GREAT FALLS,02,SE,364,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1940-04-01,O,,NGY,NO OBJECTION,N,N,N,N,S,S,2020-05-04,,100LL A,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,9,0,1,0,0,0,0,,,100,1100,1500,50,2019-06-24,3RD PARTY SURVEY,2015-05-18,3RD PARTY SURVEY,2015-05-18,,"HGR,TIE",AVNCS,Y-L,KRVF,N/A,Basic
12490.*A,AIRPORT,M42,2021-02-25,ANM,HLN,MT,MONTANA,JUDITH BASIN,MT,RUSSIAN FLAT,RUSSIAN FLAT,PU,PU,LEWIS & CLARK NATIONAL FOREST,"JUDITH/MUSSELSHELL RD, PO BOX 484","STANFORD, MT 59479",406-791-7700,RON WISEMAN,"JUDITH/MUSSELSHELL RD, PO BOX 484","GREAT FALLS, MT 59403",406-566-2292,046-43-27.5200N,168207.5200N,110-25-04.1800W,0397504.1800W,E,6336,E,,,,GREAT FALLS,00,N,50,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,2010-08-01,O,,,NO OBJECTION,,,,,S,S,2020-09-03,,,,,NONE,NONE,,,N,,122.900,,,,,,,,,,,,,,,,50,,2017-08-21,,,,,,,,Y,,,
12490.7*A,AIRPORT,8U0,2021-02-25,ANM,HLN,MT,MONTANA,GOLDEN VALLEY,MT,RYEGATE,RYEGATE,PU,PU,MONTANA AERONAUTICS DIVISION,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,TIM CONWAY,BOX 200507,"HELENA, MT 59620-0507",406-444-2506,046-17-25.7000N,166645.7000N,109-14-51.7000W,0393291.7000W,E,3689,E,15E,1985,,GREAT FALLS,01,S,42,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1964-10-01,O,,,NO OBJECTION,N,N,,,S,S,2019-07-17,,,NONE,NONE,NONE,NONE,,SS-SR,N,,122.900,Y,C,N,,,,,,,,,,,,,100,,2019-07-17,FAA-EST,2013-02-14,,,,TIE,,Y,,,
12494.*A,AIRPORT,8U2,2021-02-25,ANM,HLN,MT,MONTANA,FLATHEAD,MT,SCHAFER,SCHAFER /USFS/,PU,PU,U S FOREST SERVICE,FLATHEAD NATIONAL FOREST,"KALISPELL, MT 59901",406-755-5401,"SCOTT SNELSON, DIST RANGER",SPOTTED BEAR RANGER STATION,"HUNGRY HORSE, MT 59919",406-758-5376,048-04-46.6000N,173086.6000N,113-14-42.0000W,0407682.0000W,E,4856,E,18E,1985,,GREAT FALLS,15,SE,49,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1945-03-01,O,,,NOT ANALYZED,,,,,S,S,2019-08-30,,,NONE,NONE,NONE,NONE,,,N,,122.900,N,,N,,,,,,,,,,,300,,500,,2019-08-30,FAA-EST,2013-02-14,,,,TIE,,Y,,,
12495.*A,AIRPORT,9S2,2021-02-25,ANM,HLN,MT,MONTANA,DANIELS,MT,SCOBEY,SCOBEY,PU,PU,SCOBEY DANIELS CO,COUNTY COURTHOUSE PO BOX 247,"SCOBEY, MT 59263",406-487-5561,CHARLES TROWER,BOX 530,"SCOBEY, MT 59263",406-487-2725,048-48-27.8000N,175707.8000N,105-26-22.1000W,0379582.1000W,E,2434,S,12E,2000,,BILLINGS,01,NW,175,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1940-04-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-06-04,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,14,0,0,0,0,0,0,,,400,3500,750,,2019-06-04,3RD PARTY SURVEY,2010-07-22,3RD PARTY SURVEY,2010-07-22,,"HGR,TIE","AGRI,CHTR",Y-L,,N/A,Local
12495.1*A,AIRPORT,8U3,2021-02-25,ANM,HLN,MT,MONTANA,DANIELS,MT,SCOBEY,SCOBEY BORDER STATION /EAST POPLAR INTL/,PU,PU,MONTANA AERONAUTICS DIVISION,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,TIM CONWAY,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,048-59-58.3000N,176398.3000N,105-24-00.9000W,0379440.9000W,E,2501,S,14E,1985,,BILLINGS,13,N,6,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1960-03-01,O,,,NO OBJECTION,N,Y,,,S,S,2019-06-04,,,NONE,NONE,NONE,NONE,,,N,122.800,122.800,Y,,N,,,,,,,,,,,,,10,,2019-06-04,FAA-EST,2013-02-14,,,,,,Y,,,
12496.1*A,AIRPORT,23S,2021-02-25,ANM,HLN,MT,MONTANA,MISSOULA,MT,SEELEY LAKE,SEELEY LAKE,PU,PU,MONTANA AERONAUTICS DIVISION,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,TIM CONWAY,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,047-10-55.0000N,169855.0000N,113-26-42.8000W,0408402.8000W,E,4256,E,18E,1985,,GREAT FALLS,02,E,48,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1964-08-01,O,,,NO OBJECTION,,,,,S,S,2020-09-15,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,C,N,,18,,,1,,,,,,10,1000,800,,2019-05-13,FAA-EST,2010-09-08,,,,TIE,,Y,,,
12499.*A,AIRPORT,SBX,2021-02-25,ANM,HLN,MT,MONTANA,TOOLE,MT,SHELBY,SHELBY,PU,PU,TOOLE COUNTY,226 1ST ST. SOUTH,"SHELBY, MT 59474-1920",406-424-8310,JERRY LARSON JR,PO BOX 210,"SHELBY, MT 59474",(406) 450-2463,048-32-26.5000N,174746.5000N,111-52-16.5000W,0402736.5000W,E,3442.9,S,15E,2005,,GREAT FALLS,02,N,634,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1948-10-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-08-14,,100LL A+,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,15,3,2,1,0,0,0,,,100,7050,1000,250,2017-07-26,3RD PARTY SURVEY,2009-08-27,3RD PARTY SURVEY,2009-08-27,,TIE,"AGRI,INSTR,RNTL",Y-L,KSBX,N/A,Local
12470.*A,AIRPORT,PWD,2021-02-25,ANM,HLN,MT,MONTANA,SHERIDAN,MT,PLENTYWOOD,SHER-WOOD,PU,PU,CITY OF PLENTWOOD & SHER CTY,100 WEST LAUREL AVE,"PLENTYWOOD, MT 59254",406-765-3403,MARY LYNCH,100 W. LAUREL AVE.,"PLENTYWOOD, MT 59254",(406) 765-3403,048-47-20.4000N,175640.4000N,104-31-22.7000W,0376282.7000W,E,2263.9,S,10E,2005,,BILLINGS,01,NE,600,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1958-11-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-06-04,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,7,0,0,0,0,0,0,,,250,4050,7050,10,2019-06-04,3RD PARTY SURVEY,2010-08-20,3RD PARTY SURVEY,2010-08-20,,"HGR,TIE","AGRI,INSTR",Y-L,KPWD,N/A,Basic
12503.*A,AIRPORT,SDY,2021-02-25,ANM,HLN,MT,MONTANA,RICHLAND,MT,SIDNEY,SIDNEY-RICHLAND RGNL,PU,PU,SIDNEY RICHLAND APT AUTHORITY,"PO BOX 1050, 540 AIRPORT ROAD","SIDNEY, MT 59270",406-480-1820,RYAN HUOTARI,"540 AIRPORT ROAD, P.O. BOX 1050","SIDNEY, MT 59270",(406) 480-1820,047-42-24.7000N,171744.7000N,104-11-33.2000W,0375093.2000W,E,1985.3,S,09E,2010,,BILLINGS,01,W,335,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,SDY,Y,1951-01-01,O,III A S 07/2005,NGY,NO OBJECTION,N,N,N,Y,S,F,2018-01-24,,100LL A,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,28,5,1,0,0,0,0,0,,4670,5475,1380,30,2018-12-31,3RD PARTY SURVEY,2014-11-21,3RD PARTY SURVEY,2014-11-21,,"HGR,TIE","AFRT,AGRI,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KSDY,Non-Hub,
12511.*A,AIRPORT,8U4,2021-02-25,ANM,HLN,MT,MONTANA,FLATHEAD,MT,SPOTTED BEAR,SPOTTED BEAR /USFS/,PU,PU,US FOREST SERVICE,FLATHEAD NATIONAL FOREST,"KALISPELL, MT 59901",406-755-5401,SCOTT SNELSON,SPOTTED BEAR RANGER STATION,"HUNGRY HORSE, MT 59919",406-758-5376,047-57-42.0000N,172662.0000N,113-33-34.1000W,0408814.1000W,E,3672,E,18E,1985,,GREAT FALLS,03,NW,26,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1945-03-01,O,,,NOT ANALYZED,,,N,,S,S,2019-05-25,,,NONE,NONE,NONE,NONE,,,N,,122.900,N,,N,,,,,,,,,,,50,,400,10,2019-05-25,FAA-EST,2013-02-14,,,,"BUOY,TIE",,Y,,,
12512.*A,AIRPORT,S64,2021-02-25,ANM,HLN,MT,MONTANA,JUDITH BASIN,MT,STANFORD,STANFORD/BIGGERSTAFF FLD,PU,PU,JUDITH BASIN COUNTY,COUNTY COURTHOUSE PO 427,"STANFORD, MT 59479",406-566-2277,TYLER YOUDERIAN,PO BOX 400,"STANFORD, MT 59479",(406) 490-7708,047-08-48.1800N,169728.1839N,110-13-47.1600W,0396827.1593W,E,4327.5,E,16E,1985,,GREAT FALLS,01,S,133,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1947-04-01,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2020-05-14,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,10,0,0,0,0,0,0,,,,3300,1000,,2017-05-30,ADO,2007-02-08,ADO,2007-02-08,,"HGR,TIE",,Y-L,,N/A,Basic
12283.1*A,AIRPORT,8S0,2021-02-25,ANM,HLN,MT,MONTANA,GLACIER,MT,BROWNING,STARR-BROWNING AIRSTRIP,PU,PU,MONTANA AERONAUTICS DIVISION,PO BOX 200507,"HELENA, MT 59620",406-444-2506,WADE CEBULSKI,PO BOX 200507,"HELENA, MT 59620",406-444-2506,048-36-03.6000N,174963.6000N,113-06-55.1000W,0407215.1000W,E,4656.5,S,18E,1985,,GREAT FALLS,05,NW,28,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1961-10-01,O,,,NO OBJECTION,,,,,S,S,2019-01-25,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,N,CG,N,,1,,,,,,,,,400,,200,,2019-01-10,3RD PARTY SURVEY,2010-08-06,3RD PARTY SURVEY,2010-08-06,,TIE,,Y,,,
12513.*A,AIRPORT,32S,2021-02-25,ANM,HLN,MT,MONTANA,RAVALLI,MT,STEVENSVILLE,STEVENSVILLE,PU,PU,TOWN OF STEVENSVILLE,PO BOX 30,"STEVENSVILLE, MT 59870",406-777-5271,KATIE COLEMAN-ASSAD,PO BOX 30,"STEVENSVILLE, MT 59870",(406) 369-5502,046-31-30.4000N,167490.4000N,114-03-10.1000W,0410590.1000W,E,3613.5,S,16E,2000,,GREAT FALLS,02,NE,207,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1940-04-01,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2019-06-26,,100LL,MAJOR,MAJOR,LOW,,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,42,2,0,0,0,0,0,,,700,8500,3600,,2019-06-26,3RD PARTY SURVEY,2017-04-19,3RD PARTY SURVEY,2017-04-19,,TIE,"AMB,CHTR,INSTR,RNTL",Y-L,,N/A,Local
12491.3*A,AIRPORT,52S,2021-02-25,ANM,HLN,MT,MONTANA,LAKE,MT,ST IGNATIUS,ST IGNATIUS,PU,PU,ST IGNATIUS CITY,CITY HALL,"ST IGNATIUS, MT 59865",406-745-3791,RICK NEWMAN,35333 AIRPORT ROAD,"ST IGNATIUS, MT 59865",(406) 544-8004,047-19-30.0000N,170370.0000N,114-04-51.0000W,0410691.0000W,E,3006,S,18E,1985,,GREAT FALLS,01,NE,80,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1950-08-01,O,,,NOT ANALYZED,,,,,S,S,2019-06-27,,100LL,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,,122.900,N,CG,N,,9,2,,,,,3,,,26,1000,750,10,2019-06-27,FAA-EST,2011-03-01,,,,TIE,,Y,,,
12523.*A,AIRPORT,8U6,2021-02-25,ANM,HLN,MT,MONTANA,PRAIRIE,MT,TERRY,TERRY,PU,PU,CITY OF TERRY & PRAIRIE COUNTY,P O BOX 125,"TERRY, MT 59349",406-635-5575,WILLIS BARTHOLOMAY,BOX 385,"TERRY, MT 59349",(406) 853-1876,046-46-37.7000N,168397.7000N,105-18-47.2000W,0379127.2000W,E,2283,S,13E,1985,,BILLINGS,01,SE,95,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1947-05-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-06-06,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,3,0,0,0,0,0,0,,,100,400,400,,2019-06-06,NACO,2004-09-01,NACO,2004-09-01,,TIE,,Y-L,,N/A,Basic
12525.*A,AIRPORT,THM,2021-02-25,ANM,HLN,MT,MONTANA,SANDERS,MT,THOMPSON FALLS,THOMPSON FALLS,PU,PU,SANDERS COUNTY,PO BOX 519,"THOMPSON FALLS, MT 59873-0519",406-827-6942,KIM ROBERTS,P.O. BOX 1204,"THOMPSON FALLS, MT 59873",406-827-3519,047-34-24.5900N,171264.5900N,115-16-50.3600W,0415010.3600W,E,2466.7,E,19E,1980,,GREAT FALLS,03,SE,136,ZSE,ZCS,SEATTLE,ZSE,ZCS,SEATTLE,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1944-12-01,O,,NGY,NOT ANALYZED,N,N,N,N,S,S,2019-06-27,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,13,0,0,0,0,0,0,,,,5500,1500,,2019-06-27,ADO,2019-05-13,ADO,2019-05-13,,TIE,,Y-L,KTHM,N/A,Basic
12529.*A,AIRPORT,9S5,2021-02-25,ANM,HLN,MT,MONTANA,GALLATIN,MT,THREE FORKS,THREE FORKS,PU,PU,GALLATIN COUNTY,311 WEST MAIN RM 306,"BOZEMAN, MT 59715",406-582-3000,DAVID BOYD,P.O. BOX 978,"THREE FORKS, MT 59752",406-285-6852,045-52-41.2000N,165161.2000N,111-34-10.0000W,0401650.0000W,E,4089.4,S,16E,1985,,GREAT FALLS,01,SE,182,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1949-06-01,O,,NGY,NOT ANALYZED,N,N,N,N,S,S,2019-05-07,,100LL,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,18,0,0,1,0,0,2,,,30,5400,3000,1000,2019-05-08,3RD PARTY SURVEY,2014-02-25,3RD PARTY SURVEY,2014-02-25,,"HGR,TIE","AGRI,INSTR,PAJA",Y-L,,N/A,Local
12529.4*A,AIRPORT,B70,2021-02-25,ANM,HLN,MT,MONTANA,LIBERTY,MT,TIBER DAM,TIBER DAM,PU,PU,MONTANA AERONAUTICS DIV,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,TIM CONWAY,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,048-18-49.9300N,173929.9350N,111-06-32.9100W,0399992.9080W,E,3023,E,17E,1985,,GREAT FALLS,01,SW,20,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1988-04-01,O,,,CONDITIONAL,,,,,S,S,2020-08-14,1987-09-29,,,,,,,,N,,122.900,Y,,,,,,,,,,,,,,,20,,2017-07-26,,,,,,TIE,,Y,,,
12357.*A,AIRPORT,1S3,2021-02-25,ANM,HLN,MT,MONTANA,ROSEBUD,MT,FORSYTH,TILLITT FLD,PU,PU,COUNTY OF ROSEBUD,P.O. BOX 47,"FORSYTH, MT 59327",(406) 346-2251,BRIAN SCHWEND,PO BOX 45,"FORSYTH, MT 59327",406-346-7129,046-16-16.1400N,166576.1428N,106-37-26.0500W,0383846.0476W,E,2729.3,S,09E,2020,,BILLINGS,03,E,266,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1943-09-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-07-19,,,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,15,0,0,0,0,0,0,,,325,4825,2995,25,2019-07-19,FAA,2013-11-17,FAA,2013-11-17,,TIE,INSTR,Y-L,,N/A,Local
12531.*A,AIRPORT,8U8,2021-02-25,ANM,HLN,MT,MONTANA,BROADWATER,MT,TOWNSEND,TOWNSEND,PU,PU,TOWNSEND CITY CO AIRPORT,515 BROADWAY,"TOWNSEND, MT 59644",406-266-9203,MIKE FERGUSON,47 AIRPORT ROAD,"TOWNSEND, MT 59644",(406) 459-4825,046-19-52.4300N,166792.4350N,111-28-57.3100W,0401337.3100W,E,3897.2,E,16E,1985,,GREAT FALLS,02,E,125,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1941-05-01,O,,N,NOT ANALYZED,N,N,N,N,S,S,2020-05-18,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,N,CG,N,,16,0,0,1,0,0,0,,,,1500,3000,10,2019-05-07,NACO,2004-03-16,NACO,2004-03-16,,TIE,AGRI,Y-L,,N/A,Basic
